"animals,month,unit,geo\time";2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985;1984;1983;1982;1981;1980;1979;1978;1977;1976;1975;1974;1973;1972;1971;1970;1969
"A3120K,M05_M06,THS_HD,ES";"1724.63 p";"1668.83 ";"1728.48 ";"1577.09 ";"1657.14 ";"1629.21 ";"1542.40 ";"1634.46 ";"1683.32 ";"1714.64 ";"1676.25 ";": ";"1801.42 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M05_M06,THS_HD,FI";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"136.40 ";"136.90 ";"134.60 ";"128.90 ";"128.70 ";"131.20 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M05_M06,THS_HD,FR";"680.00 ";"696.00 ";"713.00 ";"710.00 p";"756.00 ";"764.00 ";"774.00 ";"792.00 ";"820.00 ";"825.00 ";"851.00 ";"861.00 ";"888.00 ";"902.00 ";"920.00 ";"921.00 ";"916.00 ";"924.00 ";"904.19 ";"1055.00 ";"1056.00 ";"1082.60 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M05_M06,THS_HD,HU";"161.00 ";"174.00 ";"171.00 ";"173.00 ";"193.00 ";"192.00 ";"186.00 ";"188.00 ";"194.00 ";"213.00 ";"204.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M05_M06,THS_HD,IE";"97.30 ";"102.51 ";"98.24 ";"103.31 ";"105.17 ";"102.82 ";"103.37 ";"104.65 ";"109.36 ";"113.77 ";"106.07 ";"115.45 ";"118.43 ";"118.94 ";"118.96 ";"121.72 ";"123.08 ";"128.77 ";"127.74 ";"129.10 ";"135.07 ";"136.56 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M05_M06,THS_HD,IS";": ";": ";": ";Feb-92;": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M05_M06,THS_HD,IT";"474.44 ";"482.33 ";"478.25 ";"471.63 ";"486.78 ";"457.92 ";"489.97 ";"474.20 ";"549.59 ";"595.97 ";"602.39 ";"601.93 ";"609.09 ";"604.03 ";"581.32 ";"583.00 ";"597.00 ";"554.00 ";"564.00 ";"553.00 ";"549.00 ";"536.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M05_M06,THS_HD,LT";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"71.30 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M05_M06,THS_HD,LU";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";May-70;May-86;Jun-13;Jun-13;Jun-29;Jun-36;Jun-53;Jun-31;Jun-76;May-59;": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M05_M06,THS_HD,LV";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"26.50 ";": ";"25.80 ";"26.60 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
