"animals,month,unit,geo\time";2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985;1984;1983;1982;1981;1980;1979;1978;1977;1976;1975;1974;1973;1972;1971;1970;1969
"A3110,M04,THS_HD,IT";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"1500.0 ";"1460.0 ";"1508.0 ";"1470.0 ";"1527.6 ";"1510.0 ";"1554.4 ";"1580.7 ";"1658.8 ";"1860.8 ";"1837.8 ";"1820.3 ";"1817.8 ";"2169.0 ";"2171.8 ";"2185.8 ";"2152.5 ";"2103.1 ";"2064.7 ";"2007.6 ";"2090.0 ";"2193.0 ";"2023.0 ";"2024.0 ";"2170.0 ";"2050.0 ";"1750.0 ";"2480.0 ";"2581.0 ";"1836.0 "
"A3110,M04,THS_HD,LU";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";25-Jun;25-Apr;25-Jan;23-Apr;25-Jan;"28.0 ";29-Mar;"31.4 ";31-Mar;30-Jun;29-Aug;30-Aug;"31.9 ";30-Mar;"35.0 ";"35.4 ";"34.7 ";"37.0 ";"34.0 ";"34.0 ";"35.0 ";"37.0 ";"37.0 ";"35.0 ";"38.0 ";"38.0 ";"37.0 "
"A3110,M04,THS_HD,MT";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";21-Sep;"23.0 ";11-Jan;11-Jul;10-Jun;9-Apr;9-May;"10.0 ";8-Jun;9-Jan;8-May;"10.0 ";"14.0 ";8-Mar;": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M04,THS_HD,NL";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"5035.0 ";"4795.0 ";"4540.0 ";"4563.0 ";"4526.9 ";"4542.0 ";"4745.0 ";"5433.0 ";"5102.0 ";"5239.0 ";"5094.0 ";"5996.0 ";"5274.0 ";"5063.0 ";"5155.0 ";"5371.0 ";"5011.0 ";"4562.0 ";"4957.0 ";"4988.0 ";"5162.0 ";"4952.0 ";"4557.0 ";"4196.0 ";"3942.0 ";"3733.0 ";"3570.0 ";"3695.0 ";"2870.0 ";"2711.0 ";"2531.0 ";"2162.0 ";"1937.0 ";"1916.0 ";"1941.0 ";"1969.0 ";"1890.0 ";"1955.0 ";"1704.0 ";"1464.0 "
"A3110,M04,THS_HD,PL";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"4791.6 p";"5625.7 ";"5945.3 ";"5490.8 ";"5617.8 ";"6162.3 ";"5960.1 ";"5606.6 ";"5778.5 ";"6045.3 ";"6141.1 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M04,THS_HD,PT";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"676.0 ";"676.0 ";"752.0 ";"708.0 ";"751.0 ";"764.0 ";"726.0 ";"728.0 ";"759.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M04,THS_HD,RO";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"915.4 p";"1100.5 ";"1245.9 ";"1307.9 ";"1152.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M04,THS_HD,SE";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"777.0 ";"792.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M04,THS_HD,SI";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"174.2 ";"173.0 ";"176.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M04,THS_HD,SK";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"513.2 ";"522.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M04,THS_HD,UK";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"2133.3 ";"2040.6 ";"1875.8 ";"1886.5 ";"1965.3 ";"2110.9 ";"2103.7 ";"2138.0 ";"2187.4 ";"2109.5 ";"2254.1 ";"2370.6 ";"2358.3 ";"2209.6 ";"2111.6 ";"2335.1 ";"2247.7 ";"2189.5 ";"2129.4 ";"2170.0 ";"2102.0 ";"2062.0 ";"2121.0 ";"2066.0 ";"2393.0 ";"0.0 ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,AT";"639.12 ";"647.84 ";"666.99 ";"658.55 ";"678.28 ";"696.27 ";"719.44 ";"746.75 ";"776.92 ";"803.50 ";"820.56 ";"837.24 ";"833.16 ";"844.04 ";"879.38 ";"854.81 ";"895.28 ";"923.65 ";"896.24 ";"895.04 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,BE";"1596.90 ";"1566.09 ";"1533.56 ";"1604.85 ";"1617.05 ";"1623.97 ";"1663.53 ";"1711.94 ";"1668.60 ";"1666.96 ";"1658.18 ";"1633.50 ";"1637.98 ";"1649.63 ";"1684.38 ";"1672.41 ";"1763.65 ";"1836.01 ";"1867.89 ";"2084.84 ";"2207.66 ";"2221.04 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,BG";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"252.15 ";": ";"224.20 ";"246.40 ";"199.20 ";"172.60 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
