"animals,month,unit,geo\time";2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985;1984;1983;1982;1981;1980;1979;1978;1977;1976;1975;1974;1973;1972;1971;1970;1969
"A3133,M04,THS_HD,PL";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"36.8 p";"47.7 ";"56.3 ";"42.3 ";"44.6 ";"52.0 ";"46.2 ";"42.0 ";"45.3 ";"59.0 ";"137.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M04,THS_HD,PT";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"26.0 ";"26.0 ";"28.0 ";"29.0 ";"29.0 ";"31.0 ";"25.0 ";"26.0 ";"27.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M04,THS_HD,RO";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"9.4 p";14-Sep;19-Jul;15-May;"20.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M04,THS_HD,SE";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";7-Apr;"8.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M04,THS_HD,SI";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";1-Sep;"2.0 ";"2.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M04,THS_HD,SK";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"7.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M04,THS_HD,UK";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"34.6 ";"43.3 ";"43.1 ";"42.8 ";"45.6 ";"46.8 ";"47.8 ";"46.8 ";"44.8 ";"45.0 ";"42.5 ";"45.5 ";"47.3 ";"47.4 ";"44.9 ";"42.3 ";"48.4 ";"44.7 ";"43.3 ";"42.5 ";"42.0 ";"42.0 ";"42.0 ";"41.0 ";"38.0 ";"43.0 ";"0.0 ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,AT";5-Jan;5-Jul;May-17;May-21;May-48;May-58;May-54;May-99;May-73;Jun-38;7-Dec;Jun-56;Jul-52;8-Sep;Aug-63;Aug-96;Sep-51;Sep-82;Oct-20;Oct-50;": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,BE";Feb-97;Feb-76;Mar-85;Apr-90;May-30;Jun-57;Jul-36;Jun-29;Aug-46;Aug-24;Jul-51;Jul-80;Aug-49;9-Aug;Oct-76;Oct-53;Nov-90;Nov-96;Dec-64;"13.42 ";"15.36 ";"16.27 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,BG";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";Apr-41;": ";Apr-50;Apr-60;May-30;Apr-50;": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,DE";"21.20 ";"18.60 ";"22.72 ";"21.44 ";"19.93 e";"23.96 ";27-Aug;"26.90 ";27-Sep;"32.40 ";"32.62 ";"34.84 ";"43.08 ";"43.99 ";"46.80 ";"50.29 ";"50.37 ";"53.04 ";"56.03 ";"57.25 ";"67.49 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,DK";"11.00 ";"11.00 ";"11.00 ";"10.00 ";"11.00 ";"12.00 ";"11.00 ";"13.00 ";"9.00 ";"11.00 ";"11.00 ";"12.00 ";"16.00 ";"18.00 ";": ";": ";": ";": ";": ";"34.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,ES";"27.14 p";"30.79 ";"31.51 ";"32.70 ";"34.46 ";"35.48 ";"36.26 ";"42.71 ";"44.59 ";"52.02 ";"52.31 ";": ";"72.35 ";"67.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,FI";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";5-Oct;"5.00 ";May-70;May-20;May-70;Jun-30;": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,FR";"12.00 ";"12.00 ";"12.00 ";"13.00 p";"10.00 ";"12.00 ";"13.00 ";"14.00 ";"17.00 ";"18.00 ";"18.00 ";"18.00 ";"20.00 ";"20.00 ";"20.00 ";"21.00 ";"23.00 ";"18.00 ";"22.46 ";"40.00 ";"44.00 ";"48.20 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,HU";"3.00 ";"3.00 ";"3.00 ";"4.00 ";"5.00 ";"5.00 ";"5.00 ";"5.00 ";"6.00 ";"7.00 ";"6.00 ";": ";"8.00 ";"9.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,IE";1-Jul;Jan-25;Jan-32;Jan-41;Jan-42;Jan-44;Jan-41;Jan-39;Jan-28;Jan-69;Jan-58;Jan-70;Jan-80;Jan-94;Feb-57;Feb-86;Mar-14;Mar-50;Mar-40;Mar-96;Apr-27;Apr-94;": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,IS";": ";": ";": ";"0.05 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,IT";"24.42 ";"24.59 ";"24.71 ";"24.88 ";"24.88 ";"17.28 ";"13.55 ";Dec-99;"19.56 ";"18.95 ";"29.99 ";"18.48 ";"20.62 ";"17.51 ";"27.77 ";"21.00 ";"22.00 ";"44.00 ";"37.00 ";"38.00 ";"39.00 ";"39.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,LT";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";Feb-20;": ";": ";": ";Mar-20;": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,LU";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"0.09 ";"0.11 ";"0.17 ";"0.17 ";"0.19 ";"0.17 ";"0.21 ";"0.28 ";"0.30 ";"0.35 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,LV";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"2.00 ";": ";Feb-50;"3.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,NL";Jun-78;7-Mar;Jul-28;Aug-40;Jul-98;"8.00 ";"8.00 ";"9.00 ";"10.00 ";"10.00 ";"10.00 ";"12.00 ";"15.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,PL";"14.00 ";"16.00 ";"17.00 ";"17.00 ";"20.53 ";"21.67 ";"21.79 ";"27.96 ";"32.48 ";"34.37 ";"36.12 ";": ";": ";": ";": ";": ";": ";"69.58 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,RO";May-80;Jun-40;Jun-30;Aug-90;Aug-20;7-Oct;Sep-70;Sep-80;Nov-40;"13.00 ";Nov-80;Sep-40;": ";"19.72 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,RS";"76.00 ";"42.00 ";"66.00 ";"78.00 ";"76.00 ";"57.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,SE";Jan-48;Jan-53;Jan-57;Jan-48;2-Jan;Jan-74;Feb-14;Jan-54;Jan-87;Feb-98;Feb-41;Feb-44;Feb-62;Feb-62;Feb-89;"3.00 ";4-Apr;"3.00 ";Mar-90;Apr-20;Apr-20;Apr-80;": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,SI";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";Jan-68;Jan-77;Jan-65;Jan-97;": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M05_M06,THS_HD,UK";"12.00 ";"13.00 ";"14.00 ";"15.00 ";"15.00 ";"14.00 ";"15.00 ";"16.00 ";"16.00 ";"17.00 ";"17.00 ";"17.00 ";"18.00 ";"19.84 ";"19.74 ";"21.19 ";"21.19 ";"24.79 ";"28.35 ";"29.63 ";"36.05 ";"41.68 ";"44.05 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M08,THS_HD,BE";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";10-Apr;11-Feb;11-Sep;14-Jul;15-Sep;15-Jun;16-Apr;17-Feb;17-Mar;20-Jan;20-Jul;"22.0 ";"24.0 ";"23.0 ";"25.0 ";"27.0 ";26-May;"25.0 ";26-Jun;30-Jan;27-Sep;"30.2 ";29-Jul;"31.4 ";"32.5 ";"31.0 ";"30.0 ";"32.8 ";"33.0 ";"33.0 ";"0.0 ";"0.0 ";"0.0 ";"0.0 "
"A3133,M08,THS_HD,CZ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";6-Apr;"6.0 ";"6.0 ";"8.0 ";"8.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M08,THS_HD,DE";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"71.0 ";"75.0 ";"74.5 ";"78.8 ";"86.0 ";"95.5 ";"95.6 ";"97.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M08,THS_HD,DK";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"12.0 ";"16.0 ";"17.0 ";"18.0 ";"24.0 ";"27.0 ";"29.0 ";"32.0 ";"34.0 ";"35.0 ";"36.0 ";"37.0 ";"35.0 ";"36.0 ";"35.0 ";"37.0 ";"37.0 ";"36.0 ";"36.0 ";"37.0 ";"39.0 ";"38.0 ";"39.0 ";"39.0 ";"39.0 ";"37.0 ";"41.0 ";"38.0 ";"43.0 ";"44.0 ";"42.0 ";"37.0 ";"40.0 ";"34.0 ";"36.0 ";"35.0 ";": ";": ";": ";": "
"A3133,M08,THS_HD,EL";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";9-Sep;9-Sep;10-Aug;11-Jul;"10.0 ";"11.0 ";"15.0 ";"14.0 ";"12.0 ";14-Jan;"13.0 ";12-Apr;"14.0 ";13-Jan;14-Jul;"18.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M08,THS_HD,ES";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"55.7 ";"72.4 ";"72.3 ";"76.9 ";"80.7 ";"72.6 ";"79.0 ";"82.0 ";"81.7 ";"89.0 ";"89.0 ";"77.0 ";"76.8 ";"92.7 ";"94.4 ";"101.9 ";"102.6 ";"106.8 ";"100.8 ";"100.2 ";"105.3 ";"106.3 ";"89.7 ";"78.1 ";"33.7 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M08,THS_HD,FI";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";6-Apr;"7.0 ";6-Jul;6-Jun;6-Jan;"6.0 ";"0.0 ";"0.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M08,THS_HD,FR";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"34.3 ";"34.3 ";"37.4 ";"40.7 ";"51.4 ";"51.3 ";"54.4 ";"56.9 ";"59.0 ";"60.0 ";"62.0 ";"75.0 ";"71.0 ";"72.0 ";"70.0 ";"70.0 ";"69.0 ";"69.0 ";"75.0 ";"70.0 ";"73.0 ";"68.0 ";"71.0 ";"74.0 ";"74.0 ";"72.0 ";"75.0 ";"75.0 ";"63.0 ";"53.0 "
"A3133,M08,THS_HD,HU";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"7.0 ";"8.0 ";"8.0 ";"10.0 ";"9.0 ";"12.0 ";"13.0 ";"12.0 ";"15.0 ";"15.0 ";"14.0 ";"14.0 ";"16.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3133,M08,THS_HD,IE";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";5-Jan;5-Jan;5-Mar;5-Sep;6-Mar;6-Jul;6-Jul;6-Feb;5-Feb;"5.0 ";4-Aug;4-Sep;4-Sep;4-Aug;4-Aug;4-Jun;4-Mar;4-Jan;4-Jan;4-Jan;3-Jan;"3.0 ";2-Jul;2-May;"0.0 ";": ";": ";": ";": "
"A3133,M08,THS_HD,IT";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"38.0 ";"38.0 ";"37.0 ";"37.0 ";"37.7 ";"38.1 ";"36.4 ";"44.0 ";"45.2 ";"44.4 ";"45.5 ";"46.0 ";"45.6 ";"45.6 ";"45.2 ";"52.9 ";"51.7 ";"53.1 ";"52.1 ";"51.8 ";"53.0 ";"61.0 ";"56.0 ";"55.0 ";"56.0 ";"54.0 ";"52.0 ";"50.0 ";"55.0 ";"45.0 "
"A3133,M08,THS_HD,LU";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"0.4 ";"0.4 ";"0.7 ";"0.7 ";"0.7 ";"0.7 ";"0.5 ";"0.5 ";"0.6 ";"0.6 ";"0.7 ";"0.7 ";"0.7 ";"0.8 ";"0.8 ";"0.8 ";"0.8 ";"0.9 ";"0.9 ";"1.0 ";"1.0 ";"1.0 ";"1.0 ";"1.0 ";"1.0 ";"1.0 ";"1.0 ";"1.0 ";"1.0 "
"A3133,M08,THS_HD,NL";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"5.0 ";"10.0 ";"10.0 ";"10.0 ";"10.0 ";"8.0 ";"15.0 ";"20.0 ";"25.0 ";"23.0 ";"18.0 ";"19.0 ";25-Feb;"43.0 ";"27.0 ";"39.0 ";"40.0 ";"41.0 ";"49.0 ";"63.0 ";"57.0 ";"49.0 ";"45.0 ";"43.0 ";"51.0 ";"49.0 ";"50.0 ";"51.0 ";"49.0 ";"41.0 ";"34.0 ";"32.0 ";"30.0 ";"32.0 ";"29.0 ";"28.0 ";"28.0 ";"26.0 ";"23.0 "
"A3133,M08,THS_HD,PL";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"34.0 ";"47.1 ";"47.6 ";"45.4 ";"43.3 p";"55.2 ";"48.4 ";"38.7 ";"44.1 ";"55.0 ";"59.8 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
